gridID,hour,expected
26491,Feb,1
31541,Apr,1
57826,Nov,1
23712,Sep,1
23736,Feb,3
32700,Jul,1
30877,Mar,1
26288,Jan,2
34283,Nov,1
33579,Jul,1
30167,Sep,1
21254,Oct,1
29961,Aug,1
29906,Apr,1
46833,May,1
50718,Jun,1
41779,Jan,2
19827,Aug,1
27328,Oct,1
35443,Jan,1
34841,Jul,1
32559,Oct,1
27626,Dec,3
32792,Jan,1
29460,Oct,1
22821,Aug,1
26506,Dec,1
35745,Oct,1
32812,Jan,1
28909,Nov,1
34612,Sep,1
42615,Feb,1
21869,Mar,1
23735,Jan,1
33243,Aug,1
21478,Jul,1
31288,Aug,1
30606,Jul,2
27652,Dec,1
28959,Jul,1
35868,Feb,1
39906,Jun,1
28476,Apr,2
22326,Feb,1
42753,Jun,1
32785,Sep,1
34071,Jun,1
35150,Jan,1
35771,Nov,1
25292,Sep,1
26632,Apr,1
31533,Sep,1
27772,Jun,2
28100,Aug,1
30279,Nov,1
40196,Feb,1
44071,Sep,1
25753,Jan,1
26286,Sep,1
33704,Dec,1
28684,Apr,2
30177,Feb,1
32672,Sep,1
39166,Apr,1
29618,Nov,1
34512,Aug,1
32209,Jul,1
37810,Apr,1
34310,Mar,1
22324,Jan,1
35090,Oct,1
32215,Oct,1
32906,Jun,1
42696,Jul,2
37251,May,1
27618,Mar,2
38980,Jul,1
42293,Dec,1
29160,Mar,4
24910,Oct,1
36595,Jan,1
38353,Sep,2
26260,Sep,1
37118,Nov,1
28261,Jul,2
32216,Aug,1
40429,Feb,2
33163,Mar,2
24212,Jan,1
41239,Oct,1
41920,Apr,1
31762,Oct,1
23253,Feb,1
38264,Mar,1
24211,Sep,1
26980,Jun,1
29383,Oct,2
48186,Apr,1
26725,Apr,1
26297,Jun,2
37894,Aug,1
31804,Dec,1
21203,Dec,1
27889,Jan,1
35536,Mar,1
52124,Sep,1
22776,Oct,2
28697,Sep,1
35373,Nov,1
37436,Jul,2
36208,Aug,1
31018,Oct,1
34293,Apr,1
27383,Feb,1
23246,Oct,1
34544,Apr,1
29941,Jun,1
36063,May,1
27388,Jul,1
33015,Aug,2
36518,Aug,1
25495,Sep,1
3200,Jan,1
32153,Apr,1
35888,Jul,1
23026,Sep,1
33018,Mar,1
31532,Jan,1
33724,Apr,1
46250,Sep,2
32003,Sep,1
48767,Mar,1
35378,Apr,1
30624,Feb,1
35424,Oct,1
31425,Dec,1
30093,Apr,1
53237,Feb,1
35780,Jul,1
29144,Nov,1
36239,May,2
31475,Feb,1
49140,May,1
24264,Jan,1
23015,Jul,2
28556,Aug,1
26627,Sep,1
33944,Sep,1
29255,Mar,2
27156,Aug,2
34519,Jul,1
33138,Nov,1
32004,Jul,1
22384,Jun,1
34532,Dec,1
42924,Apr,1
20564,Nov,1
26971,Jun,1
24253,Sep,1
34377,Mar,1
39747,Oct,1
47085,Jan,1
34640,May,1
31757,Jun,2
33467,May,2
37359,Oct,2
26858,May,1
32915,Jun,1
33136,May,1
34312,Oct,1
35331,Jan,1
23283,Jan,1
31414,Jun,2
37832,Mar,2
39510,Oct,1
27653,Oct,1
35318,Oct,1
31074,Jun,1
20748,Mar,1
40765,Oct,1
21197,Aug,1
23036,Jan,1
37490,Jun,1
37259,Feb,1
29712,Feb,2
42929,Apr,1
21184,Mar,1
23462,Apr,1
29159,Oct,1
31116,Nov,1
37259,Mar,1
20571,Dec,1
32686,Jan,1
18976,Jun,1
26494,Feb,1
32791,Oct,1
35612,Feb,1
38591,May,1
24133,Jan,1
33618,Feb,2
24421,Apr,2
29139,Jul,1
33386,Jan,1
26883,Oct,3
35076,Sep,1
34622,Apr,1
32888,Dec,1
25640,Aug,1
29963,Apr,1
43309,Nov,1
36243,Apr,2
32103,Aug,1
23458,Jan,1
31280,Oct,1
27776,Jul,2
32680,Feb,1
44126,Dec,2
23034,Sep,1
27556,Mar,1
32656,May,1
26458,Apr,1
27174,Jan,1
33150,Jul,1
28297,Dec,1
28315,Oct,1
38828,Jul,1
23731,Sep,1
24151,Nov,1
35427,Apr,1
35987,Mar,1
37035,Oct,1
21649,Jun,4
24636,Jun,1
23679,Mar,1
28248,Jul,1
23466,Apr,1
23110,Mar,1
40002,Jan,1
26700,Jan,1
30385,Apr,2
26262,Apr,1
36137,Jul,1
45254,Jan,1
36571,Dec,1
23461,Aug,1
34845,Jul,1
37147,Dec,1
31214,Jun,1
28907,Aug,1
23252,Feb,1
27887,Sep,1
28473,May,1
41695,Jan,1
28226,May,1
24360,Dec,1
34377,Sep,1
27224,Feb,1
34951,Sep,2
30190,Aug,1
30041,Nov,1
45929,Jan,1
33498,Oct,1
26945,Oct,2
31305,Aug,2
27767,Jan,1
22154,Jun,1
27884,Dec,3
34304,Jun,1
31296,Nov,1
53487,Mar,1
31251,Jul,1
29129,Jan,2
37906,Jul,2
28255,Jun,2
33601,Nov,1
28235,Sep,1
26981,Jan,1
29689,Sep,2
46878,Sep,1
31639,Jul,3
29917,Dec,1
28242,Oct,1
26725,Sep,1
30957,Jun,1
31350,Jun,2
23748,Sep,1
35183,May,1
41597,Sep,1
25807,Jul,1
31352,Dec,3
21867,Nov,1
28931,Jan,1
37940,Feb,2
34745,Aug,1
20790,Jul,1
31540,Feb,2
24387,Jan,1
26018,Jan,1
26288,Nov,1
28705,Nov,4
41351,Jul,1
38983,Jan,1
33924,Oct,3
27767,May,1
26857,Mar,2
32227,May,2
34693,Mar,1
25497,Apr,1
38130,Aug,1
25375,Jul,1
27088,Jul,1
39747,Jul,1
33460,Jun,1
28109,Jun,1
30851,Jan,1
36434,Nov,1
28251,Nov,1
31754,Mar,1
38818,Nov,1
23761,Nov,1
44364,Dec,1
27784,Oct,1
28010,Jul,1
32386,Jan,1
29810,Apr,1
30333,May,1
27176,Feb,1
39216,Jul,1
27889,Aug,2
21460,Aug,1
32392,Mar,1
37677,Aug,1
21022,Jun,1
33381,Jan,1
26951,Nov,1
23739,May,2
27576,Jan,1
35213,Apr,1
31406,Jul,1
23235,Jun,1
41958,Sep,1
29475,Oct,1
36577,Jun,1
35831,Mar,1
51653,Nov,1
30165,Sep,1
38353,Feb,2
29927,Feb,1
38522,Jun,1
50761,Aug,1
33925,Jun,1
34860,May,1
37806,Feb,1
27096,Dec,1
23516,Jul,1
31764,Aug,1
25583,Oct,1
24020,Nov,1
37791,Jan,1
21191,Jul,1
23253,Jul,1
46421,Oct,1
24661,Sep,1
45943,Mar,3
33009,Nov,1
21868,May,1
47567,Mar,2
23030,Sep,1
36916,Jun,1
43670,Dec,1
28589,Aug,1
46399,Aug,1
22333,Oct,1
25276,Jan,3
27547,Oct,1
35059,Sep,1
52114,Nov,1
29055,Feb,1
32765,Feb,1
44303,Dec,1
37947,Jun,2
24926,Sep,1
45489,Dec,1
30168,May,1
43441,Sep,1
30974,Nov,1
39780,Aug,1
30958,Aug,2
31342,Jul,1
27890,Nov,1
26865,Aug,1
23739,Jun,1
47040,Nov,1
51447,Mar,1
45042,May,1
26334,Apr,1
26285,Feb,1
34869,May,2
33491,Sep,1
33040,Feb,1
23028,Jul,1
24604,Oct,1
23251,Nov,1
38182,Jan,1
37846,Jul,1
30742,Mar,1
34159,Jan,1
37209,Jun,1
23054,Jul,1
28911,Dec,2
32788,Aug,1
35835,Aug,1
35093,Aug,1
24365,Mar,1
30332,Jul,1
24816,Sep,1
28540,Jun,1
36694,Jan,2
26946,Nov,1
22785,Dec,1
20564,Aug,2
44793,Mar,1
49862,Oct,1
38631,Jun,2
29163,Sep,1
31196,Jul,1
32203,Dec,1
50023,Feb,1
32337,Sep,1
27112,Apr,1
32173,Oct,1
11656,Mar,1
17372,Oct,1
37598,Mar,1
28568,Nov,1
26409,Oct,1
28909,Oct,1
37031,Dec,2
32692,Jul,1
26244,Feb,1
22112,Jul,2
26984,Mar,1
29689,Oct,1
21646,Aug,1
40090,Oct,5
31988,Dec,1
38269,Feb,1
28094,Sep,1
29641,Aug,1
44812,Jan,1
28759,Apr,1
27804,Oct,1
28781,Dec,1
35831,Sep,1
28086,Nov,1
30098,Sep,2
38122,Mar,1
23915,Jun,1
35546,Jul,1
29025,Dec,1
31532,Sep,1
32230,Nov,1
28679,Nov,1
28925,Sep,2
32889,Aug,1
28467,Jun,1
29864,Nov,1
29422,Mar,1
32163,Jan,1
37388,Mar,1
21874,Oct,1
26936,May,1
50285,Mar,1
38738,Aug,1
46857,May,1
49385,Jul,1
22590,Jul,2
20572,Dec,1
23808,Jan,1
11876,Jun,1
37811,Jun,1
24491,Feb,1
23256,Dec,1
28002,Jul,2
33152,Jul,2
38749,May,1
30559,Jul,1
21412,Feb,1
35765,Jun,1
41082,Jan,1
34380,Oct,2
37437,Feb,1
23005,Aug,2
43450,Sep,1
31673,Oct,2
50248,Jul,1
48215,Feb,1
24611,Aug,1
38138,Jul,2
28701,Mar,1
23034,Dec,2
32781,Nov,1
27398,Dec,1
35760,Dec,1
33258,Sep,1
31531,Dec,1
36116,Mar,1
48941,Mar,1
25045,Sep,1
32108,Jun,4
27606,Jan,1
28111,May,1
37441,Feb,3
26185,Jan,1
30519,Dec,1
37824,Jan,1
37809,Jan,1
23934,Sep,1
29159,May,1
45034,Nov,2
42972,Apr,1
24468,Nov,1
21683,Jun,1
41244,May,1
37215,Jun,1
19652,Dec,1
48455,Nov,1
37954,Mar,1
33386,Jun,1
44650,Apr,1
51904,Dec,1
48932,Jun,1
45233,Nov,1
25947,Sep,1
36531,Jun,1
41921,Mar,1
33579,Aug,2
32535,Aug,1
39703,Dec,1
23354,Mar,1
26635,Aug,1
31286,Jun,1
39412,Oct,1
31549,Sep,1
28561,Apr,1
22575,Jan,2
31475,Jan,2
29618,Sep,2
23063,Aug,1
26722,Nov,1
28017,Jan,1
38393,Dec,1
42152,Oct,1
48909,May,1
38524,Sep,3
29581,Aug,1
36226,Jul,2
47311,Nov,1
21658,Apr,1
31930,Sep,2
24863,Feb,1
33701,May,1
33028,Mar,2
27161,Oct,2
26858,Sep,2
42696,Aug,1
27568,Apr,1
21458,Oct,1
36340,Mar,1
30040,Oct,1
46631,Sep,1
43206,Jul,1
46855,May,2
44776,Dec,1
42889,Mar,1
30718,Jan,1
36430,Sep,1
38990,May,1
33265,May,1
26500,Sep,1
28256,Feb,1
23476,Jul,3
35077,Dec,1
32817,May,3
28759,Sep,1
35081,Mar,1
29920,Dec,1
32125,May,1
28814,Mar,1
35070,Apr,1
24213,Nov,1
28538,Jul,1
29276,Dec,1
26208,Jan,1
23233,Jun,1
29359,Feb,1
25840,Nov,2
28350,Dec,2
45965,Dec,1
28445,Jul,2
22800,Aug,1
27346,Sep,2
28104,Jan,1
26517,Dec,1
25116,Jan,1
49614,Jan,1
34287,Sep,1
44347,Jan,1
26686,Oct,1
28332,Jun,1
23682,Jun,1
30324,Aug,1
35213,Sep,1
22085,Dec,1
26741,Dec,3
33226,Nov,1
30612,Jun,1
443,Jan,1
33030,Dec,1
42709,Sep,1
43608,Jun,1
24150,Sep,1
27636,Jan,1
27458,Apr,1
21713,Aug,1
29927,Oct,1
35630,Aug,1
37890,Jan,2
27321,Dec,1
32790,Jul,2
33778,Sep,1
26042,Jan,1
28452,Apr,1
35541,Apr,1
30053,Jul,1
21958,Nov,1
31661,Aug,1
28361,Sep,1
44820,Jan,1
17836,Nov,1
37334,Nov,1
27181,Sep,1
24388,Nov,1
34402,Apr,2
40891,Apr,1
26993,Dec,1
21510,Apr,1
52374,Feb,1
38577,Jul,1
22789,Aug,1
28020,Jul,1
35072,Dec,1
27378,May,1
29809,Apr,1
29193,Oct,1
26508,Jul,1
35197,Mar,1
27319,Dec,1
21421,May,1
47719,Jun,1
40007,Mar,1
26436,Dec,1
31770,Nov,1
23692,Mar,1
30167,Feb,2
23227,Oct,1
36470,Nov,1
32847,Mar,1
35206,Jun,2
25858,Nov,1
24586,Oct,3
28451,Nov,1
35289,Jan,1
24946,May,1
30172,Jan,1
53988,May,1
26753,Jun,1
49863,Jul,3
22363,Sep,3
34165,Mar,3
28083,Jan,1
34721,Aug,3
23744,Jul,1
33147,Jan,1
26064,Nov,1
27571,Feb,1
2262,Sep,1
23714,May,1
27412,May,1
34692,Mar,1
25496,Nov,1
28841,Jan,1
27340,Dec,1
12106,Aug,2
37207,Feb,1
25830,Jan,1
25073,May,1
40771,Feb,1
25834,Jan,1
38862,Jul,1
32349,Oct,3
31105,Feb,1
36431,Jul,1
30844,Feb,1
32453,Mar,1
50595,Jun,3
21700,Dec,1
29636,Dec,1
37387,Apr,1
31896,Aug,1
33696,Mar,1
33701,Oct,4
29634,Jun,1
35606,Apr,2
19429,May,1
29919,Dec,1
32917,Apr,1
38855,May,1
30422,Mar,1
32460,May,1
26055,Jun,1
36567,Mar,1
28340,Jan,1
33489,Jan,1
39275,Aug,1
19879,Oct,1
30555,Jul,1
25113,Nov,1
28244,Sep,1
28686,May,1
27327,Oct,1
34994,Jul,1
24954,Dec,2
37581,Feb,1
48249,Apr,1
26283,Dec,1
23273,Jun,1
21428,Mar,1
29875,Oct,1
36694,Aug,3
38990,Mar,1
33143,Jan,2
46935,Sep,1
26184,Aug,1
24160,Jul,1
22144,Sep,1
30658,Apr,1
34635,May,1
32571,Oct,1
33030,May,1
33230,Dec,1
30150,Sep,1
24144,Sep,1
36209,Feb,4
36125,Jun,1
53306,Jan,1
23715,May,1
25569,Dec,1
32550,Aug,1
23474,Nov,1
42652,Dec,1
34148,Sep,1
31657,Dec,1
42067,Oct,1
40193,May,1
28595,Aug,1
25726,Jun,2
33601,Sep,3
26747,Jul,1
33009,Oct,3
30611,Jul,1
26037,Sep,1
42161,Apr,1
34156,Oct,1
51175,Nov,1
40311,Jan,1
26068,Nov,1
31304,Sep,2
43963,Mar,3
31646,Dec,1
23048,Apr,1
37850,Jan,1
31788,Oct,1
53713,Aug,2
33250,Sep,1
38854,Jun,1
53251,Mar,3
28910,Jan,1
36115,Mar,2
31767,Jan,1
26515,Jan,1
35884,Jun,1
28304,Apr,1
29274,Jan,1
51051,Oct,1
33373,May,3
26663,May,1
29923,Sep,4
20104,Jul,1
25876,May,1
27893,Jan,1
36470,Jun,1
27765,Jun,1
35555,Jul,1
22596,Jun,1
29075,May,1
26473,May,2
21642,Sep,1
24165,Oct,1
25069,Dec,1
21025,Dec,1
25521,Dec,1
20795,Apr,1
33548,Jul,1
31058,Jun,1
33121,Jun,1
30731,Apr,1
39084,Dec,1
24431,Dec,2
39220,Feb,1
13273,Dec,1
48186,Mar,1
23952,Jul,1
27839,Mar,1
23265,Jul,2
12332,Apr,1
33466,Oct,1
12558,Jul,1
28920,Sep,2
24199,May,1
36116,Dec,2
35535,Jul,1
26514,May,1
35320,Jul,1
13024,Aug,1
32104,Dec,1
27893,Apr,1
34998,Dec,1
34262,May,1
36292,Jan,1
29352,Nov,1
33227,Jan,1
24468,Apr,1
38984,Jan,1
25296,Jun,1
33577,Mar,1
36111,Jun,1
29969,Nov,2
22996,Apr,1
32998,Jun,1
24133,May,1
30949,Dec,1
22103,Nov,1
42941,May,1
31091,Sep,1
25725,Mar,3
28020,Mar,1
32684,Oct,2
33319,Jun,1
24166,Jan,1
38809,Jul,1
36807,Jan,1
12322,Mar,1
32166,Aug,1
22644,Nov,1
43409,May,1
33017,Sep,1
29353,Apr,1
35770,Mar,1
36283,Apr,1
28549,Aug,3
20337,Feb,1
27879,Oct,1
31667,Jul,3
27670,Jun,1
29360,Oct,1
40102,Aug,1
26516,Feb,1
30095,Aug,1
22611,Apr,1
38809,Nov,1
28709,Nov,1
34636,Dec,1
34153,Jul,2
32570,Jul,1
23935,May,1
28895,Jun,1
31424,Jun,2
36289,Mar,1
30487,Apr,1
42982,Apr,1
32913,Jul,1
26278,Feb,1
29277,Dec,1
21207,Dec,1
45221,Jan,1
47392,Oct,2
33261,Jun,1
22797,May,1
21417,Sep,1
24180,Aug,1
23702,May,2
30857,May,1
43113,Feb,1
37836,Oct,1
45936,Jun,1
50541,Dec,1
40806,Nov,1
29811,May,1
28006,Aug,1
27763,Aug,1
31764,Jun,1
25582,Dec,1
37667,Jan,1
29940,Aug,1
26746,Dec,2
25837,Mar,1
28534,Dec,1
32559,Jun,1
44134,May,1
30893,Aug,1
29230,Jan,1
33270,Aug,3
36576,Aug,1
28313,Jul,1
32683,May,1
12564,Sep,1
22592,Aug,1
27315,Mar,2
12568,Sep,1
24038,Mar,3
5913,Feb,1
23223,May,1
31055,Jun,1
28821,Dec,1
50955,Aug,1
28330,Dec,1
45450,Aug,1
26865,Apr,2
20729,Feb,1
31073,Dec,1
22112,Aug,1
39779,Jan,1
23255,Jun,1
22868,Oct,2
33616,Mar,1
32129,Apr,1
22557,Apr,1
26731,Oct,1
32337,Mar,1
31866,Jan,1
32684,Aug,2
25373,Nov,1
45932,Nov,1
5233,Aug,1
34037,Jun,1
35614,Oct,1
27158,Nov,1
21510,Oct,1
30384,Sep,1
26858,Jan,1
32022,Sep,3
37679,May,1
34464,Aug,1
46396,Jan,1
30756,Feb,1
26982,Mar,1
19206,Jul,1
26971,Apr,1
30513,Apr,1
28798,Sep,1
31107,Apr,2
36358,Aug,2
31079,Apr,1
40100,May,1
45726,Sep,1
42534,Jun,1
33685,Mar,1
33952,Oct,1
33169,Nov,1
23027,Aug,1
44570,Jul,1
28467,Feb,1
12562,Nov,2
33460,Sep,1
30974,Jun,1
28340,Sep,1
28920,Feb,2
23707,Jun,2
40320,Sep,1
12323,Jun,2
39085,Mar,1
27796,Feb,1
31933,Sep,1
31666,Nov,2
30630,Oct,1
47997,Nov,2
29809,Jul,1
23696,Jun,1
26516,Aug,1
30179,Sep,1
37905,Sep,1
2498,May,1
31897,Jul,2
28773,Apr,2
51283,Dec,1
20292,Sep,1
33580,Aug,1
44551,Feb,1
31564,Nov,1
23025,Aug,1
